movieId,id,Title,Year,Director(s),Actors,Genre(s),Type,Language(s),Countries,imdbRating,Soundtrack_URL,Soundtrack
2505,tt0134273,8MM,1999,['Joel Schumacher'],"['Nicolas Cage', 'Joaquin Phoenix', 'James Gandolfini']","['Crime', 'Drama', 'Mystery']",['movie'],['English'],"['Germany', 'United States']",6.6,https://www.imdb.com/title/tt0134273/soundtrack,"['Sick With It Written by Tairrie Beth, Marcelo Palomino, Rico Villasenor & Brian Harrah', 'Come To Daddy Written by Richard James']"
2506,tt0123209,The Other Sister,1999,['Garry Marshall'],"['Juliette Lewis', 'Diane Keaton', 'Giovanni Ribisi']","['Comedy', 'Drama', 'Romance']",['movie'],['English'],['United States'],6.4,https://www.imdb.com/title/tt0123209/soundtrack,"['She Drives Me Crazy Written by Roland Gift and David Steele', 'Drummer City Performed by Long Beach Polytechnic Band', 'Surfer Joe Performed by Long Beach Polytechnic Band', 'She Comes 'Round Written by Miles Zuniga', 'Happy Birthday Written by Mildred J. Hill and Patty S. Hill', 'The Animal Song Written by Darren Hayes and Daniel Jones', 'Come Rain or Come Shine Written by Johnny Mercer and Harold Arlen', 'Battle Hymn of the Republic Traditional', 'Columbia, Gem of the Ocean Traditional', 'The Wedding March Composed by Felix Mendelssohn', 'Yankee Doodle Traditional', 'America the Beautiful Traditional', 'Walkin' Blues Written by Ralph Bass and Jesse Powell', 'I Feel the Earth Move Written and Performed by Carole King', 'You Made Me Love You (I Didn't Want to Do It) Written by Joseph McCarthy and James V. Monaco (as James Monaco)', 'Me Written and Performed by Paula Cole', 'When You Say Nothing At All Written by Paul Overstreet and Don Schlitz', 'I'm Free Written by Mick Jagger and Keith Richards', 'Wake Me Up (When the World's Worth Waking up For) Written by Kyle Vincent and Parthenon Huxley', 'Sunporch Cha, Cha, Cha Written and Performed by Dave Grusin', 'I'm Sensitive Written by Jewel', '76 Trombones Written by Meredith Willson', 'Sister Wendy's Grand Tour of Florence Written by Howard Davidson', 'My Home in the Hills Traditional', 'Joy to the World Traditional', 'O Tannenbaum, O Tannenbaum Traditional', 'If You're Happy and You Know It Traditional', 'And Again Love Is Written and Arranged by Sidney James', 'Deck the Halls Traditional', 'Baby I'm Yours Written by Van McCoy', 'Silent Night Traditional', 'Loving You Is All I Know Written by Diane Warren', 'Mrs. Robinson Written by Paul Simon', 'Winter from ""The Four Seasons""', 'Temptation Written by Bernard Sumner, Gillian Gilbert (as Gillian Filbert), Peter Hook and Stephen Morris', 'Swinging Written by James Patrick Dunne', '16th Century Chuffa Traditional', 'At Last Written by Mack Gordon and Harry Warren', 'The Wedding March-Lohengrin Composed by Richard Wagner']"
2514,tt0105128,Pet Sematary II,1992,['Mary Lambert'],"['Edward Furlong', 'Anthony Edwards', 'Clancy Brown']","['Fantasy', 'Horror', 'Thriller']",['movie'],['English'],['United States'],4.9,https://www.imdb.com/title/tt0105128/soundtrack,"['I've Got Spies Written by John Easdale', 'Revolt Written by Inger Lorre and Jet Freedom', 'Shitlist Written by Donita Sparks', 'The Slasher By Robert J. Walsh', 'Die with Your Boots On Written by Adrian Smith, Bruce Dickinson, and and Steve Harris (as Stephen Percy Harris)', 'Fading Away Written by Mark Governor', 'Love Never Dies Written by Mark Governor', 'Reverence Written by Jim Reid (as James Reid) and William Reid', 'Gush Forth My Tears By William Holborne', 'Poison Heart By Dee Dee Ramone and Daniel Rey', 'Ride On Written by Mary Cassidy, Steve Cozzi and Steve Ferrera']"
2516,tt0109415,Children of the Corn III: Urban Harvest,1995,['James D.R. Hickox'],"['Daniel Cerny', 'Ron Melendez', 'Jim Metzler']","['Horror', 'Thriller']",['movie'],['English'],['United States'],4.3,https://www.imdb.com/title/tt0109415/soundtrack,"['BELLY OF THE BEAST Performed by The Lifers Group (as Lifers Group)', 'PUT IT UP Written by Roni Skies (as R. Skies), Kevin Cloud (as K. Cloud), M. Fox', 'THE BIRTH OF S.O.U.L. Written by Roni Skies (as R. Skies), Kevin Cloud (as K. Cloud), M. Fox']"
2539,tt0122933,Analyze This,1999,['Harold Ramis'],"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']","['Comedy', 'Crime']",['movie'],['English'],"['United States', 'Australia']",6.7,https://www.imdb.com/title/tt0122933/soundtrack,"['When You're Smiling (The Whole World Smiles With You) Written by Mark Fisher, Joe Goodwin, Larry Shay, Harry B. Smith,', 'The Sheik of Araby Written by Mark Fisher, Joe Goodwin, Larry Shay, Harry B. Smith,', 'M'appari tutt'amor (from Martha)', 'You Must Have Been A Beautiful Baby Written by Johnny Mercer and Harry Warren', 'Conga Written by Enrique Elías García (as Enrique Garcia)', 'So Nice (Summer Samba) Written by Marcos Valle and Paulo Sérgio Valle (as Paulo Sergio Valle)', 'Good Vibrations Written by Mark Wahlberg, Amir 'MC Spice' Shakir, Donnie Wahlberg and Dan Hartman', 'Mambo UK Written by Jesús Alemañy', 'Violin Concerto No. 2 Written by Sergei Prokofiev', 'La donna é mobile from ""Rigoletto""', 'Kyrie from ""Messe Agatange""', 'Credo from ""Messe Agatange""', 'Gloria from ""Messe Agatange""', 'Innamorata Written by Jack Brooks and Harry Warren', 'The Best Is Yet To Come Written by Cy Coleman and Carolyn Leigh', 'I've Got The World On A String Written by Ted Koehler and Harold Arlen', 'Angelina (The Waitress At The Pizzeria) Written by Allan Roberts (as Allen Roberts), Doris Fisher, Louis Prima and Paolo Citarella', 'Zooma Zooma Written by Allan Roberts (as Allen Roberts), Doris Fisher, Louis Prima and Paolo Citarella']"
2540,tt0142192,The Corruptor,1999,['James Foley'],"['Chow Yun-Fat', 'Mark Wahlberg', 'Ric Young']","['Action', 'Crime', 'Thriller']",['movie'],"['English', 'Cantonese']",['United States'],6.1,https://www.imdb.com/title/tt0142192/soundtrack,"['Candy Perfume Girl Written by Madonna, William Orbit (as William Wainwright) & Susannah Melvoin', 'I Want You Written by Stephan Jenkins', 'The Best Is Yet to Come Written by Cy Coleman & Carolyn Leigh', 'Ain't No Sunshine Written by Bill Withers', 'Touch It Written by Tim Stahl, John Guldberg, Jack Knight & ScrewFace', 'Losing a Whole Year (Remix - Strings Up) Written by Stephan Jenkins, Kevin Cadogan & Arion Salazar', 'The Background Written by Stephan Jenkins, Kevin Cadogan & Arion Salazar', 'Patriots Written by Canibus (as Germaine Williams), Free (as M. Wright) & Jerry 'Wonder' Duplessis (as Jerry Duplessis)', 'My One and Only Love Written by Guy Wood & Robert Mellin', 'Song for a Jolly Gathering Written by Bobby Chen & Huang Lian Wang', 'I Hurt You Accidentally Written by Johnny Chen', 'Tian Mi Mi Written by He Wang', 'Eileen's Theme Written by Jack Robinson', 'Back It Up (Re-Mix) Written by Takbir Bashir (as T. Bashir), Ryu (as R. Maggin) & DJ Cheapshot (as C. Fisher)', 'Let Me Fly Written by DMX (as Earl Simmons), Damon 'Grease' Blackman (as Damon Blackman),', '5 Boroughs Written by KRS-One (as K. Parker), Keith Murray (as K. Murray), Joseph Simmons (as J. Simmons),', 'The Corruptor's Execution Written by Pimp C (as C. Butler), Bun B (as B. Freeman), E-40 (as E. Stevens),', 'Slap Somebody Written by Erick Sermon (as E. Sermon) & Keith Murray (as K. Murray)', '...Baby One More Time Written by Max Martin', 'Break It Down Written by Mattias Gustafsson (as M. Gustafson) & Larry Loftin (as L. Loftin)']"
2541,tt0139134,Cruel Intentions,1999,['Roger Kumble'],"['Sarah Michelle Gellar', 'Ryan Phillippe', 'Reese Witherspoon']","['Drama', 'Romance']",['movie'],"['English', 'Vietnamese', 'French']",['United States'],6.8,https://www.imdb.com/title/tt0139134/soundtrack,"['Every You Every Me Written by Brian Molko, Stefan Olsdal, Steve Hewitt (as Steven Hewitt) and Paul Campion', 'You Blew Me Off Written by Bobby Bare (as Bobby Bare Jr.)', 'Money Hungry Written and Performed by Marc Ferrari and Karen McAuley', 'Coffee & TV Written by Damon Albarn, Graham Coxon, Alex James (as Steven Alexander), James Rowntree and Dave Rowntree (as David Rowntree)', 'Symphony #9 in D Minor, Op. 125, 'Choral' Written by Ludwig van Beethoven', 'Lovefool Written by Nina Persson and Peter Svensson', 'Ordinary Life Written by Kristen Barry', 'Comin' Up From Behind Written by Sherry Fraser', 'Addictive Written by Pauline Taylor, Maxi Jazz (as Maxi Jaxx), Rollo (as Rollo Armstrong) and Sister Bliss (as Ayalah Bentovim)', 'Trip on Love Written by Tom Kimmel and Liz Vidal', 'Like the 40's Written by Marc Ferrari, Don Great and William Loose', 'Brandenburg Concerto #4 in G Major Written by Johann Sebastian Bach (as J. S. Bach)', 'Bedroom Dancing Written by Matthew Hardwidge and Phelim Byrne', 'Praise You Written by Fatboy Slim (as Norman Cook) and Camille Yarbrough', 'This Love Written by Craig Armstrong and Jerry Burns', 'Colorblind Words by Adam Duritz (as Adam F. Duritz)', 'Bittersweet Symphony Written by Richard Ashcroft', 'You Could Make a Killing Written and Performed by Aimee Mann', 'Secretly Written by Skin and Len Arran', '6 Underground (uncredited)']"
2542,tt0120735,"Lock, Stock and Two Smoking Barrels",1998,['Guy Ritchie'],"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran']","['Action', 'Comedy', 'Crime']",['movie'],['English'],"['United Kingdom', 'United States']",8.1,https://www.imdb.com/title/tt0120735/soundtrack,"['Hundred Mile City Performed by Ocean Colour Scene (as Ocean Color Scene)', 'Police and Thieves Performed by Junior Murvin', 'The Boss Performed by James Brown', 'Truly Madly, Deeply Performed by Skanga', 'Spooky Performed by Dusty Springfield', 'Liar, Liar Performed by The Castaways', 'I Wanna Be Your Dog Performed by The Stooges', 'Why Did You Do It Performed by Stretch', 'Man Machine Performed by Robbie Williams', 'Zorba's Dance Performed by David A. Hughes and John Murphy', 'The Payback Performed by James Brown', 'Walk This Land (Remix)', 'Fool's Gold Performed by The Stone Roses (as Stone Roses)', '18 With A Bullet Performed by Pete Wingfield', 'Oh Girl Words and Music by Mauro Pawlowski']"
2544,tt0157208,The School of Flesh,1998,['Benoît Jacquot'],"['Isabelle Huppert', 'Vincent Martinez', 'Vincent Lindon']","['Drama', 'Mystery', 'Romance']",['movie'],['French'],"['France', 'Luxembourg', 'Belgium']",6.5,https://www.imdb.com/title/tt0157208/soundtrack,"['Mickey House Performed by Frisco', 'Boogie Performed by Frisco', 'Miami Mood Performed by Frisco', 'Congo Groove Performed by Georges Bodossian', 'Stand By Performed by Georges Bodossian', 'Photo Shop Performed by Georges Bodossian', 'Marcus Breakfast Performed by Georges Bodossian', 'Say You, Say Me Performed by Lionel Richie', 'Te Fuiste De Mi Vera Performed by Perla de Cadiz']"
2546,tt0120646,The Deep End of the Ocean,1999,['Ulu Grosbard'],"['Michelle Pfeiffer', 'Treat Williams', 'Whoopi Goldberg']",['Drama'],['movie'],['English'],['United States'],6.3,https://www.imdb.com/title/tt0120646/soundtrack,"['Energy Written by Michael Knott', 'Zorba's Dance Written by Mikis Theodorakis', 'The Bunny Song Performed by Michelle Pfeiffer']"
2548,tt0144814,The Rage: Carrie 2,1999,"['Katt Shea', 'Robert Mandel']","['Emily Bergl', 'Jason London', 'Dylan Bruno']","['Drama', 'Horror', 'Sci-Fi']",['movie'],['English'],['United States'],4.8,https://www.imdb.com/title/tt0144814/soundtrack,"['Looking Down the Barrel Written by Brian Carpenter and Brett Crawley', 'Under A Serpent Sun Written by Tomas Lindberg', 'Far Behind Written by Ariel Rechtshaid, Rich Zahniser, and The Gifted', 'My Wonderful Friend Written by Romell Regulacion', 'Sleep Written by Keith Megna and Joseph Bennett', 'God Bless the Child Written by Billie Holiday and Arthur Herzog Jr.', 'What's Fair Written by Romell Regulacion', 'Comes Love Music by Sam H. Stept', 'Treat Your Mama Right Written and Performed by Dan Shea', 'Teddy Boy Kung Fu Weapon Written and Performed by 13 Cats', '13 Cats Written and Performed by 13 Cats', 'Take Over Written by Romell Regulacion', 'Backstabbing Liar Written by John Flansburgh', 'They're All Gonna Laugh at You Written and Performed by Danny B. Harvey', 'Walter's Tune Written and Performed by Danny B. Harvey', 'Anti-Christ Written and Performed by Danny B. Harvey', 'Crazy Little Voices Written by Sahaj Ticotin and Premananda R. Johannes', 'Mad Love Written by C. Rytterlund and J. Malmberg']"
2549,tt0131646,Wing Commander,1999,['Chris Roberts'],"['Freddie Prinze Jr.', 'Matthew Lillard', 'Saffron Burrows']","['Action', 'Adventure', 'Sci-Fi']",['movie'],['English'],"['Luxembourg', 'United States']",4.3,https://www.imdb.com/title/tt0131646/soundtrack,"['Cross the Line Written by Chris Andrews, Ashley Bates and Mau', 'Foxy's Den Written by Chris Andrews, Ashley Bates', 'Trio from 'Cosi Fan Tutte' Written by Wolfgang Amadeus Mozart', 'The Sleeper Car Written by Rob Garza and Eric Hilton']"
2552,tt0107626,My Boyfriend's Back,1993,['Bob Balaban'],"['Andrew Lowery', 'Traci Lind', 'Danny Zorn']","['Comedy', 'Fantasy', 'Horror']",['movie'],['English'],['United States'],5.4,https://www.imdb.com/title/tt0107626/soundtrack,"['Limbo Written and Performed by Julianna Raye', 'You Should Be Mine Written by Andy Anderson and Andy Marvel', 'The Fever Written by Danny Tate and Shelly Peiken', 'This Is It Written by Brian Harvey and John Hott', 'Abilene Written by Andrew Lowery, Ernest Woody, Clark Fisher, Denys Gawronski and Roger Smith', 'Hanging On For Dear Life Written by John Lind and Brock Walsh', 'Get Thru 2 U Written by Phillip Bright, Peter Sammel and Samuel Millender', 'The One I Love Written by Brennan Hester, Lori Hester-Arthur, Max Butler and Matt Boudreau']"
2555,tt0118665,Baby Geniuses,1999,['Bob Clark'],"['Kathleen Turner', 'Christopher Lloyd', 'Kim Cattrall']","['Comedy', 'Crime', 'Family']",['movie'],['English'],['United States'],2.6,https://www.imdb.com/title/tt0118665/soundtrack,"['A Gift of Love Written by Brian Thomas Lambert and Stephen Singer', 'Puttin' On the Ritz Written by Irving Berlin', 'Stayin' Alive Written by Barry Gibb, Robin Gibb and Maurice Gibb']"
2557,tt0157016,I Stand Alone,1998,['Gaspar Noé'],"['Philippe Nahon', 'Blandine Lenoir', 'Frankie Pain']","['Crime', 'Drama', 'Thriller']",['movie'],['French'],['France'],7.3,https://www.imdb.com/title/tt0157016/soundtrack,"['Honour Composed by Thierry Durbet', 'Flag Ship Composed by Thierry Durbet', 'Justice 70 Composed by Bruno Alexiu', 'Schuss Composed by Thierry Durbet', 'Close Up Composed by Bruno Alexiu', 'Chase Composed by Phil Davies', 'Mazouk Siderale Composed by Philippe Paolo (as P. Paulo)', 'Klavier Composed by Jean-Marc Willaroza (as Jean-Marc Willa-Roza)', 'Paulo Written by Casimir Zoba (uncredited)', 'Beat in Concert Composed by Timothy Kjell Cross (as L. Afzelius)', 'Marimba do Performed by Guy Fanfant', 'Canon in D Major Composed by Johann Pachelbel', 'Sprint (uncredited)']"
2558,tt0141098,Forces of Nature,1999,['Bronwen Hughes'],"['Sandra Bullock', 'Ben Affleck', 'Maura Tierney']","['Comedy', 'Romance']",['movie'],['English'],['United States'],5.5,https://www.imdb.com/title/tt0141098/soundtrack,"['Take California Written by Alex Gifford', 'La Virgen De La Macarena Written by Antonio Ortiz Calero and Bernardino Bautista Monterde', 'A Rose By Any Other Name Written by Holly Palmer, David Barratt and Kenny White', 'City Of Groove Written by DJ Icey and Christian Leonard', 'Battle Flag (Lo Fidelity Allstars Remix)', 'Whippin' Piccadilly Written by Ian Ball, Paul Blackburn, Tom Gray, Ben Ottewell (as Benjamin Jo Attewell) & Oliver Peacock (as Oliver James Peacock)', 'Remember Me Written by Robert Miller, Richard Evans, Marlena Shaw and Lex Blackmore', 'Rollin' & Tumblin' (Remix) Written by R.L. Burnside and Tom Rothrock', 'Against All Odds (Take a Look at Me Now) Written by Phil Collins', 'Song for Jeannie Written and Performed by Michael Hartman', 'Bring My Family Back Written by Maxi Jazz (as Max Fraser), Rollo (as Rollo Armstrong) and Sister Bliss (as Ayalah Bentorim)', 'Pharaoh Arranged by Mrs. Sidney Carter and Alan Lomax', 'Magic Bus Written by Pete Townshend', 'Pio Mentiroso Written by Miguel Ojeda', 'Would You...? (Trailermen Go To Rio Mix) Written by David Lowe', 'Do Your Duty Written by Wesley Wilson', 'Love The One You're With Written and Performed by Stephen Stills', 'Siboney Written by Ernesto Lecuona', 'El Cumbanchero Written by Rafael Hernández', 'Melodia Del Rio Written by Rubén González', 'You Gotta Have Heart Written by Richard Adler and Jerry Ross', 'Breathing Bongos Written by Kirby Allan', 'Slave Girl Written by Kirby Allan', 'Walking Bongos Written by Kirby Allan', 'Descarga De Hoy Written by Orlando Valle', 'Get Your Hands Off My Man Written and Performed by Junior Vasquez', 'I Need A Lover Written and Performed by Finley Quaye', 'Slowly Written and Performed by Tricky', 'If Lovin' You Is Wrong Written by Rollo (as Rollo Armstrong), Sister Bliss (as Ayalah Bentorim) and Maxi Jazz (as Max Fraser)', 'Fear Written and Performed by Sarah McLachlan', 'Everlasting Love Written by Buzz Cason and Mac Gayden']"
2559,tt0160429,The King and I,1999,['Richard Rich'],"['Miranda Richardson', 'Martin Vidnovic', 'Christiane Noll']","['Animation', 'Family', 'Fantasy']",['movie'],['English'],"['United States', 'South Korea', 'India', 'Hong Kong', 'United Kingdom', 'Canada']",4.4,https://www.imdb.com/title/tt0160429/soundtrack,"['I Whistle A Happy Tune Music by Richard Rodgers', 'Hello, Young Lovers Music by Richard Rodgers', 'The March of the Siamese Children Music by Richard Rodgers', 'Getting To Know You Music by Richard Rodgers', 'Shall I Tell You What I Think Of You? Music by Richard Rodgers', 'A Puzzlement Music by Richard Rodgers', 'I Have Dreamed Music by Richard Rodgers', 'Shall We Dance Music by Richard Rodgers', 'Rule Britannia (uncredited)']"
2561,tt0139668,True Crime,1999,['Clint Eastwood'],"['Clint Eastwood', 'Isaiah Washington', 'LisaGay Hamilton']","['Crime', 'Drama', 'Mystery']",['movie'],['English'],['United States'],6.6,https://www.imdb.com/title/tt0139668/soundtrack,"['Little Drummer Boy Written by Katherine K. Davis, Henry Onorati and Harry Simeone', 'Why Should I Care Written by Clint Eastwood, Carole Bayer Sager and Linda Thompson']"
2563,tt0118892,Dangerous Beauty,1998,['Marshall Herskovitz'],"['Catherine McCormack', 'Rufus Sewell', 'Oliver Platt']","['Biography', 'Drama', 'Romance']",['movie'],['English'],['United States'],7.1,https://www.imdb.com/title/tt0118892/soundtrack,"['Ungaresca e saltarello in ""Artificio Scientia La Selena""', 'Scopri O Lingua Composed by Bartolomeo Tromboncino', 'Miserere Miseris Anonymous', 'Libro quarto d'intavolotura di Chitatone Composed by Johannes Hieronymus Kapsberger', 'La Morisque (1551)', 'Song Written by John Donne', 'Kapsberger Written by Johannes Hieronymus Kapsberger', 'Saltarello Zorzi Written by Anonymous', 'Song: Sweetest love, I do not go (uncredited)']"
2566,tt0187819,Doug's 1st Movie,1999,['Maurice Joyce'],"['Thomas McHugh', 'Fred Newman', 'Chris Phillips']","['Animation', 'Adventure', 'Comedy']",['movie'],['English'],"['United States', 'South Korea']",4.9,https://www.imdb.com/title/tt0187819/soundtrack,"['Deep Deep Water Written & Performed by Dan Sawyer, Kristyn Osborn & Linda Garvey', 'Someone Like Me Written by Billy Squier (as William Squier) & Jeffrey Lodin', 'Mona Mo Written by Dan Sawyer & Fred Newman', 'Disney's Doug: Original Theme Written by Dan Sawyer']"
2567,tt0131369,Edtv,1999,['Ron Howard'],"['Matthew McConaughey', 'Jenna Elfman', 'Geoffrey Blake']","['Comedy', 'Drama']",['movie'],['English'],['United States'],6.1,https://www.imdb.com/title/tt0131369/soundtrack,"['Have You Ever Written by Joe Tex and Buddy Killen', 'Here I Am (Come And Take Me) Written by Al Green and Teenie Hodges', 'Drum Warrior Written by Dave Anderson', 'Cat Scratch Fever Written by Ted Nugent', 'Mama Told Me Not To Come Written by Randy Newman', 'Turnin' Pages Written by Taylor Rhodes and Peter Wolf', 'Allegro Molto Moderato Written by Edvard Grieg', 'These Arms Of Mine Written by Otis Redding', 'This World Written by Herb Schapiro and Gary William Friedman', 'Let's Go Team #1 Written by Dan Stein', 'Dirty Water Written by Ed Cobb', 'Burning To Change Music by Stroke 9', 'A Lot Of Livin' To Do From the Broadway musical ""Bye Bye Birdie""', 'Thank You (Falletin Me Be Mice Elf Again) Written by Sly Stone (as Sylvester Stewart)', 'Been Hurt Written by Ryan Maxwell', 'Sleep On The Left Side Written by Tajinder Singh (as Tejinder Singh)', 'Do Wah Diddy Diddy Written by Jeff Barry and Ellie Greenwich', 'Deep Inside The Passion Written by Ruben Ayala and Jeff Wade', 'That's Life Written by Dean Kay and Kelly Gordon', 'Flagpole Sitta Written by Evan Sult, Sean Nelson, Aaron Huffman, and Jeff Lin', 'Call And Answer Written by Steven Page and Stephen Duffy', 'Como Ves Written by Jesus ""Chuy"" Perez', 'Holly Holy Written by Neil Diamond', 'Let Me See Written by Paul Godfrey, Ross Godfrey, and Skye Edwards', 'Careful What You Wish For Written by Meredith Brooks, Shelly Peiken, and Adam Gorgoni', 'Bareback Rider Written by Dave Anderson', 'Real Life Written by Jon Bon Jovi and Desmond Child', 'Afroman Written by Alejandro Rosso Gonzales and Juan Jose Gonzales Reyes', 'Thank You (Falletin Me Mice Elf Again) Written by Sly Stone (as Sylvester Stewart)', 'Gimme Some Lovin' Written by Steve Winwood, Muff Winwood, and Spencer Davis', 'Style Hut Written by Jim Lang', 'True TV Promo Written and Performed by Jim Lang']"
2568,tt0120757,The Mod Squad,1999,['Scott Silver'],"['Claire Danes', 'Omar Epps', 'Giovanni Ribisi']","['Action', 'Crime', 'Thriller']",['movie'],['English'],['United States'],4.3,https://www.imdb.com/title/tt0120757/soundtrack,"['Goin' Crazy Written by Sen D.O.G. (as Sen Dog), Jeremy Fleener and Andy Zambrano', 'You're an Artist Written by Mark Sandman and Chris Ballew', 'Cut Chemist Suite Written by Raul Pacheco, Jose Espinosa, Ulises Bella, Cut Chemist (as Cut Chemist),', 'Battle Flag (Lo-Fidelity Allstars Remix)', 'Silverstone Groove Written by Gôta Yashiki (as Gota Yashiki)', 'Not a Test Written by DJ Icey and Christian 'Mystro' Ledford (as Christian A. Ledford)', 'Party Is Goin' on Over Here Written by Busta Rhymes (as Trevor Smith) and DJ Scratch (as George Spivey)', 'Alarm Call Written by Björk (as Bjork Gudmundsdottir)', 'Here But I'm Gone Written by Curtis Mayfield, Andrea Martin, Ivan Matias, Ray Murray (as Raymon Murray),', 'Shallow Water Written and Produced by Bob Green', 'Everything Is Everything Written by Lauryn Hill', 'Hello It's Me Written by Todd Rundgren', 'Car Wash From the Universal Film Car Wash (1976)', 'Collage Written by Joe Walsh and Patrick Cullie', 'Can't Find My Way Home Written by Steve Winwood', 'Action Speaks Louder Than Words Written by Lloyd Harris Jr., Joseph Smith III, Amadee Castenell Jr., Frank J. Richard, Ernest Dabon,', 'Keep a Lid on Things Written by Brad Roberts and Greg Wells', 'Messin' Around Written by Andrea Martin and Ivan Matias', 'Forever and More Written by Marty Ross and Randy Gerston', 'My Favorite Things Written by Richard Rodgers and Oscar Hammerstein II', 'Ends Written by Erik Schrody and Dante Ross']"
2570,tt0120613,A Walk on the Moon,1999,['Tony Goldwyn'],"['Diane Lane', 'Viggo Mortensen', 'Bobby Boriello']","['Drama', 'Romance']",['movie'],['English'],['United States'],6.6,https://www.imdb.com/title/tt0120613/soundtrack,"['More (Ti guardero nel cuore) Written by Riz Ortolani (as Riziero Ortolani), Norman Newell, Nino Oliviero, Marcello Ciorciolini', 'The Name Game Written by Lincoln Chase and Shirley Ellis (as Shirley Elliston)', 'King Rat Written by John Barry (uncredited)', 'Danke Schoen Written by Kurt Schwabach, Milton Gabler (as Milt Gabler), Bert Kaempfert', 'Wishin' & Hopin' Written by Burt Bacharach & Hal David', 'Ripple Written by Jerry Garcia (as J. Garcia) and Robert Hunter (as R. Hunter)', 'For Your Love Written by Ed Townsend', 'Sunlight Written by Jesse Colin Young', 'Summertime Written by George Gershwin, Ira Gershwin, DuBose Heyward, and Dorothy Heyward', 'Sally Go Round the Roses Written by Abner Spector', 'Today Written by Marty Balin and Paul Kantner', 'Embryonic Journey Written by Jorma Kaukonen', 'Kiss of Fire Written by Lester Allen, Robert Hill & Angel Gregorio Villoldo (as A.G. Villoldo)', 'Cactus Tree Written by Joni Mitchell', 'Who Knows Where the Time Goes Written by Sandy Denny', 'Town Without Pity Written by Ned Washington and Dimitri Tiomkin', 'Uncle John's Band Written by Jerry Garcia (as J. Garcia) and Robert Hunter (as R. Hunter)', 'Crimson & Clover Written by Tommy James and Peter P. Lucia Jr. (as Peter Lucia)', 'Freedom Written by Richie Havens', 'The Fish Cheer Written by Country Joe McDonald (as Joe McDonald)', 'I-Feel-Like-I'm-Fixin'-to-Die Rag Written by Country Joe McDonald (as Joe McDonald)', 'Subterranean Homesick Blues Written by Bob Dylan', 'White Bird Written by David LaFlamme & Linda LaFlamme', 'Israelites Written by Desmond Dekker', 'When You're Smiling (The Whole World Smiles with You) Written by Mark Fisher, Joe Goodwin and Larry Shay', 'Purple Haze Written by Jimi Hendrix', 'Follow Written by Jerry Merrick', 'Helplessly Hoping Written by Stephen Stills', 'Crystal Blue Persuasion Written by Tommy James, Mike Vale (as Mike Val) and Ed Gray']"
2571,tt0133093,The Matrix,1999,"['Lana Wachowski', 'Lilly Wachowski']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']","['Action', 'Sci-Fi']",['movie'],['English'],"['United States', 'Australia']",8.7,https://www.imdb.com/title/tt0133093/soundtrack,"['Dissolved Girl Written by Robert Del Naja, Grant Marshall (as Grantley Marshall), Andrew Vowles (as Andrew Vowles),', 'Dragula (Hot Rod Herman Mix) Written by Rob Zombie and Scott Humphrey', 'Leave You Far Behind (Lunatics Roller Coaster Mix) Written by Simon Shackleton and Howard Saunders', 'Mindfields Written by Liam Howlett', 'Prime Audio Soup Written by Jack Dangers and Coxsone Dodd (as C. Dodd)', 'Clubbed To Death (Kurayamino Mix) Written by Rob Dougan', 'Minor Swing Music by Django Reinhardt and Stéphane Grappelli', 'Begin the Run From Night of the Lepus (1972)', 'I'm Beginning to See the Light Written by Duke Ellington, Don George, Johnny Hodges, and Harry James', 'Spybreak (Short One) Written by Alex Gifford', 'Wake Up Written by Zack De La Rocha, Brad Wilk, Tim Commerford, and Tom Morello', 'Rock is Dead Written by Marilyn Manson, Jeordie White, and Madonna Wayne Gacy']"
